chr,start,stop,gene_symbol,strand,mendelian_disease_group
17,8280833,8286565,RPL26,-,Hematologic_Disorder
17,10583648,10600885,SCO1,-,Hematologic_Disorder
17,13972718,14111996,COX10,+,Hematologic_Disorder
17,26083791,26127555,NOS2,-,Hematologic_Disorder
17,26721660,26733230,SLC46A1,-,Hematologic_Disorder
17,29421944,29704695,NF1,+,Hematologic_Disorder
17,36046433,36105096,HNF1B,-,Hematologic_Disorder
17,37856253,37884915,ERBB2,+,Hematologic_Disorder
17,38219067,38250120,THRA,+,Hematologic_Disorder
17,40465342,40540513,STAT3,-,Hematologic_Disorder
17,41052813,41066450,G6PC,+,Hematologic_Disorder
17,41150445,41154971,RPL27,+,Hematologic_Disorder
17,41196311,41277500,BRCA1,-,Hematologic_Disorder
17,42148097,42153712,G6PC3,+,Hematologic_Disorder
17,42325757,42345502,SLC4A1,-,Hematologic_Disorder
17,42449549,42466873,ITGA2B,-,Hematologic_Disorder
17,45331207,45390077,ITGB3,+,Hematologic_Disorder
17,45810609,45823485,TBX21,+,Hematologic_Disorder
17,46018888,46026674,PNPO,+,Hematologic_Disorder
17,48261456,48279000,COL1A1,-,Hematologic_Disorder
17,48423392,48438512,XYLT2,+,Hematologic_Disorder
17,54911459,54946036,DGKE,+,Hematologic_Disorder
17,56270088,56282535,EPX,+,Hematologic_Disorder
17,56769962,56811692,RAD51C,+,Hematologic_Disorder
17,58677543,58743640,PPM1D,+,Hematologic_Disorder
17,59756546,59940920,BRIP1,-,Hematologic_Disorder
17,61678230,61685725,TACO1,+,Hematologic_Disorder
17,61909440,61920351,SMARCD2,-,Hematologic_Disorder
17,61994562,61996198,GH1,-,Hematologic_Disorder
17,73269060,73285530,SLC25A19,-,Hematologic_Disorder
17,79801033,79818544,P4HB,-,Hematologic_Disorder
18,2916991,3011945,LPIN2,-,Hematologic_Disorder
18,9102627,9134343,NDUFV2,+,Hematologic_Disorder
18,9708227,9862553,RAB31,+,Hematologic_Disorder
18,21111462,21166581,NPC1,-,Hematologic_Disorder
18,48556582,48611411,SMAD4,+,Hematologic_Disorder
18,55212072,55253969,FECH,-,Hematologic_Disorder
19,852290,856246,ELANE,+,Hematologic_Disorder
19,1205797,1228434,STK11,+,Hematologic_Disorder
19,5891286,5904024,NDUFA11,-,Hematologic_Disorder
19,6677845,6720662,C3,-,Hematologic_Disorder
19,7694670,7696510,PET100,+,Hematologic_Disorder
19,8386383,8387280,RPS28,+,Hematologic_Disorder
19,10828728,10942586,DNM2,+,Hematologic_Disorder
19,11071597,11172958,SMARCA4,+,Hematologic_Disorder
19,11200037,11244505,LDLR,+,Hematologic_Disorder
19,11487880,11495018,EPOR,-,Hematologic_Disorder
19,11685474,11689801,ACP5,-,Hematologic_Disorder
19,12917427,12924462,RNASEH2A,+,Hematologic_Disorder
19,12995236,12998017,KLF1,-,Hematologic_Disorder
19,13049413,13055304,CALR,+,Hematologic_Disorder
19,33790839,33793430,CEBPA,-,Hematologic_Disorder
19,33877854,34012799,PEPD,-,Hematologic_Disorder
19,34856031,34893318,GPI,+,Hematologic_Disorder
19,35773409,35776045,HAMP,+,Hematologic_Disorder
19,36139124,36149686,COX6B1,+,Hematologic_Disorder
19,36316273,36342895,NPHS1,-,Hematologic_Disorder
19,39138266,39221171,ACTN4,+,Hematologic_Disorder
19,39405903,39421536,SARS2,-,Hematologic_Disorder
19,39734271,39735609,IFNL3,-,Hematologic_Disorder
19,41836811,41859831,TGFB1,-,Hematologic_Disorder
19,42363987,42375484,RPS19,+,Hematologic_Disorder
19,44270684,44285409,KCNN4,-,Hematologic_Disorder
19,45854648,45873845,ERCC2,-,Hematologic_Disorder
19,45910590,45927177,ERCC1,-,Hematologic_Disorder
19,48618702,48673560,LIG1,-,Hematologic_Disorder
19,49199227,49209191,FUT2,+,Hematologic_Disorder
19,49468565,49470136,FTL,+,Hematologic_Disorder
19,54369610,54379689,MYADM,+,Hematologic_Disorder
2,3622852,3628509,RPS7,+,Hematologic_Disorder
2,21224300,21266945,APOB,-,Hematologic_Disorder
2,27440257,27466654,CAD,+,Hematologic_Disorder
2,32449517,32490689,NLRC4,-,Hematologic_Disorder
2,44039610,44065958,ABCG5,-,Hematologic_Disorder
2,44066102,44105605,ABCG8,+,Hematologic_Disorder
2,46844324,46852881,CRIPT,+,Hematologic_Disorder
2,47168312,47303275,TTC7A,+,Hematologic_Disorder
2,58386377,58468515,FANCL,-,Hematologic_Disorder
2,88856258,88927094,EIF2AK3,-,Hematologic_Disorder
2,110880913,110962639,NPHP1,-,Hematologic_Disorder
2,119981383,120023227,STEAP3,+,Hematologic_Disorder
2,127413510,127454251,GYPC,+,Hematologic_Disorder
2,150426146,150444330,MMADHC,-,Hematologic_Disorder
2,158592957,158732374,ACVR1,-,Hematologic_Disorder
2,163123588,163175218,IFIH1,-,Hematologic_Disorder
2,166604312,166650803,GALNT3,-,Hematologic_Disorder
2,175612322,175629200,CHRNA1,-,Hematologic_Disorder
2,190425315,190445537,SLC40A1,-,Hematologic_Disorder
2,191833761,191878976,STAT1,-,Hematologic_Disorder
2,198256697,198299771,SF3B1,-,Hematologic_Disorder
2,201936461,201950473,NDUFB3,+,Hematologic_Disorder
2,202047620,202086383,CASP10,+,Hematologic_Disorder
2,202122753,202152434,CASP8,+,Hematologic_Disorder
2,204732510,204738683,CTLA4,+,Hematologic_Disorder
2,206987802,207023918,NDUFS1,-,Hematologic_Disorder
2,207630111,207660911,FASTKD2,+,Hematologic_Disorder
2,207804277,207834198,CPOX,+,Hematologic_Disorder
2,207804277,207834198,CPO,+,Hematologic_Disorder
2,217277472,217347774,SMARCAL1,+,Hematologic_Disorder
2,220074487,220085174,ABCB6,-,Hematologic_Disorder
2,233390869,233401375,CHRND,+,Hematologic_Disorder
2,233404436,233411113,CHRNG,+,Hematologic_Disorder
20,3190005,3204516,ITPA,+,Hematologic_Disorder
20,6748744,6760910,BMP2,+,Hematologic_Disorder
20,13765671,13799067,NDUFAF5,+,Hematologic_Disorder
20,18488187,18542059,SEC23B,+,Hematologic_Disorder
20,30225690,30232800,COX4I2,+,Hematologic_Disorder
20,30946146,31027122,ASXL1,+,Hematologic_Disorder
20,33516235,33543601,GSS,-,Hematologic_Disorder
20,33516235,33543601,PRNP,-,Hematologic_Disorder
20,35520226,35580246,SAMHD1,-,Hematologic_Disorder
20,43248162,43280376,ADA,-,Hematologic_Disorder
20,43595119,43708593,STK4,+,Hematologic_Disorder
20,44044706,44054885,PIGT,+,Hematologic_Disorder
20,44519590,44527458,CTSA,+,Hematologic_Disorder
20,44994689,45035271,ELMO2,-,Hematologic_Disorder
20,54823787,54824871,MC3R,+,Hematologic_Disorder
20,56071020,56100183,CTCFL,-,Hematologic_Disorder
20,62037541,62103993,KCNQ2,-,Hematologic_Disorder
20,62289162,62328544,RTEL1,+,Hematologic_Disorder
20,62679078,62680979,SOX18,-,Hematologic_Disorder
21,34949858,34961267,DONSON,-,Hematologic_Disorder
21,36160097,36421595,RUNX1,-,Hematologic_Disorder
21,44473300,44496472,CBS,-,Hematologic_Disorder
21,45705720,45718102,AIRE,+,Hematologic_Disorder
21,47556175,47575481,FTCD,-,Hematologic_Disorder
22,17660191,17690779,ADA2,-,Hematologic_Disorder
22,19744225,19754855,TBX1,+,Hematologic_Disorder
22,31003069,31023047,TCN2,+,Hematologic_Disorder
22,35777059,35790207,HMOX1,+,Hematologic_Disorder
22,37309674,37336479,CSF2RB,+,Hematologic_Disorder
22,37461478,37499693,TMPRSS6,-,Hematologic_Disorder
22,41488613,41576081,EP300,+,Hematologic_Disorder
22,50296853,50312106,ALG12,-,Hematologic_Disorder
3,3168599,3190706,TRNT1,+,Hematologic_Disorder
3,9773433,9789699,BRPF1,+,Hematologic_Disorder
3,10068112,10141344,FANCD2,+,Hematologic_Disorder
3,10183318,10195354,VHL,+,Hematologic_Disorder
3,23958617,23962347,RPL15,+,Hematologic_Disorder
3,38179968,38184512,MYD88,+,Hematologic_Disorder
3,39424814,39438819,SLC25A38,+,Hematologic_Disorder
3,45430074,45590328,LARS2,+,Hematologic_Disorder
3,46411632,46417697,CCR5,+,Hematologic_Disorder
3,47021172,47051194,NBEAL2,+,Hematologic_Disorder
3,48445260,48470872,PLXNB1,-,Hematologic_Disorder
3,48601505,48632593,COL7A1,-,Hematologic_Disorder
3,49059073,49060926,NDUFAF3,+,Hematologic_Disorder
3,53195222,53226733,PRKCD,+,Hematologic_Disorder
3,66119284,66429351,SLC25A26,+,Hematologic_Disorder
3,119217367,119243125,TIMMDC1,+,Hematologic_Disorder
3,121903180,122005344,CASR,+,Hematologic_Disorder
3,124449212,124468119,UMPS,+,Hematologic_Disorder
3,127771211,127790526,SEC61A1,+,Hematologic_Disorder
3,128198264,128212030,GATA2,-,Hematologic_Disorder
3,132379139,132396944,UBA5,+,Hematologic_Disorder
3,132399452,132441303,NPHP3,-,Hematologic_Disorder
3,133464799,133497850,TF,+,Hematologic_Disorder
3,133651539,133748920,SLCO2A1,-,Hematologic_Disorder
3,135969166,136049013,PCCB,+,Hematologic_Disorder
3,142168076,142297668,ATR,-,Hematologic_Disorder
3,148890289,148939832,CP,-,Hematologic_Disorder
3,168801286,169381563,MECOM,-,Hematologic_Disorder
3,178866310,178952497,PIK3CA,+,Hematologic_Disorder
3,180701497,180707562,DNAJC19,-,Hematologic_Disorder
3,184089772,184095932,THPO,-,Hematologic_Disorder
3,187930720,188608460,LPP,+,Hematologic_Disorder
3,193310932,193415600,OPA1,+,Hematologic_Disorder
3,195776154,195809032,TFRC,-,Hematologic_Disorder
3,197677051,197682721,RPL35A,+,Hematologic_Disorder
4,980784,998317,IDUA,+,Hematologic_Disorder
4,3076407,3245687,SLC6A4,+,Hematologic_Disorder
4,3076407,3245687,HTT,+,Hematologic_Disorder
4,6271576,6304992,WFS1,+,Hematologic_Disorder
4,54875957,54930815,CHIC2,-,Hematologic_Disorder
4,55524094,55606881,KIT,+,Hematologic_Disorder
4,56212387,56239266,SRD5A3,+,Hematologic_Disorder
4,57333761,57369847,SRP72,+,Hematologic_Disorder
4,77079891,77135052,SCARB2,-,Hematologic_Disorder
4,84184976,84206067,COQ2,-,Hematologic_Disorder
4,89011415,89080011,ABCG2,-,Hematologic_Disorder
4,100799494,100815703,LAMTOR3,-,Hematologic_Disorder
4,103182820,103266655,SLC39A8,-,Hematologic_Disorder
4,103422485,103538459,NFKB1,+,Hematologic_Disorder
4,106067841,106200960,TET2,+,Hematologic_Disorder
4,110661847,110723335,CFI,-,Hematologic_Disorder
4,123533782,123542212,IL21,-,Hematologic_Disorder
4,129190391,129209984,PGRMC2,-,Hematologic_Disorder
4,145030455,145061904,GYPA,-,Hematologic_Disorder
4,146540539,146581187,MMAA,+,Hematologic_Disorder
4,151185810,151936649,LRBA,-,Hematologic_Disorder
4,156845269,156875048,CTSO,-,Hematologic_Disorder
4,156845269,156875048,CTSK,-,Hematologic_Disorder
4,170314420,170533778,NEK1,-,Hematologic_Disorder
5,1253286,1295162,TERT,-,Hematologic_Disorder
5,1801495,1816167,NDUFS6,+,Hematologic_Disorder
5,7869216,7901235,MTRR,+,Hematologic_Disorder
5,37812778,37835929,GDNF,-,Hematologic_Disorder
5,38475064,38595507,LIFR,-,Hematologic_Disorder
5,39105353,39270759,FYB1,-,Hematologic_Disorder
5,39284377,39364655,C9,-,Hematologic_Disorder
5,42423876,42721980,GHR,+,Hematologic_Disorder
5,52856464,52979171,NDUFS4,+,Hematologic_Disorder
5,60169658,60240905,ERCC8,-,Hematologic_Disorder
5,60240955,60448864,NDUFAF2,+,Hematologic_Disorder
5,68788118,68853931,OCLN,+,Hematologic_Disorder
5,79922044,79950800,DHFR,-,Hematologic_Disorder
5,81569138,81574235,RPS23,-,Hematologic_Disorder
5,82373316,82649579,XRCC4,+,Hematologic_Disorder
5,94799598,94890709,TTC37,-,Hematologic_Disorder
5,112073555,112181936,APC,+,Hematologic_Disorder
5,130506640,130541119,LYRM7,+,Hematologic_Disorder
5,131285666,131347355,ACSL6,-,Hematologic_Disorder
5,131817300,131826465,IRF1,-,Hematologic_Disorder
5,137890570,137911318,HSPA9,-,Hematologic_Disorder
5,138855112,138862343,TMEM173,-,Hematologic_Disorder
5,140894587,140998622,DIAPH1,-,Hematologic_Disorder
5,142657495,142784045,NR3C1,-,Hematologic_Disorder
5,145492588,145562294,LARS,-,Hematologic_Disorder
5,149432853,149492935,CSF1R,-,Hematologic_Disorder
5,149823791,149829319,RPS14,-,Hematologic_Disorder
5,150226084,150228231,IRGM,+,Hematologic_Disorder
5,156607906,156682109,ITK,+,Hematologic_Disorder
5,170814707,170837888,NPM1,+,Hematologic_Disorder
5,180028505,180076624,FLT4,-,Hematologic_Disorder
6,5261583,5771816,FARS2,+,Hematologic_Disorder
6,10585992,10629601,GCNT2,+,Hematologic_Disorder
6,12290528,12297427,EDN1,+,Hematologic_Disorder
6,26087508,26095469,HFE,+,Hematologic_Disorder
6,31691120,31694485,MPIG6B,+,Hematologic_Disorder
6,31826828,31830709,NEU1,-,Hematologic_Disorder
6,31926580,31937532,SKIV2L,+,Hematologic_Disorder
6,32006092,32009447,CYP21A2,+,Hematologic_Disorder
6,32808493,32811816,PSMB8,-,Hematologic_Disorder
6,35420137,35434881,FANCE,+,Hematologic_Disorder
6,47445524,47594996,CD2AP,+,Hematologic_Disorder
6,49398072,49431041,MUT,-,Hematologic_Disorder
6,49572889,49604587,RHAG,-,Hematologic_Disorder
6,51480144,51952423,PKHD1,-,Hematologic_Disorder
6,53362139,53409927,GCLC,-,Hematologic_Disorder
6,70385640,70507049,LMBRD1,-,Hematologic_Disorder
6,83874592,83903655,PGM3,-,Hematologic_Disorder
6,97337186,97345767,NDUFAF4,-,Hematologic_Disorder
6,108362612,108395941,OSTM1,-,Hematologic_Disorder
6,117198375,117253326,RFX6,+,Hematologic_Disorder
6,135502452,135540311,MYB,+,Hematologic_Disorder
6,137518620,137540567,IFNGR1,-,Hematologic_Disorder
6,138188324,138204451,TNFAIP3,+,Hematologic_Disorder
6,143743968,143771841,ADAT2,-,Hematologic_Disorder
6,144471653,144513076,STX11,+,Hematologic_Disorder
6,151725896,151773316,RMND1,-,Hematologic_Disorder
6,161123224,161175085,PLG,+,Hematologic_Disorder
7,2945709,3083509,CARD11,-,Hematologic_Disorder
7,26331514,26413949,SNX10,+,Hematologic_Disorder
7,27220775,27224835,HOXA11,-,Hematologic_Disorder
7,33053724,33102409,NT5C3A,-,Hematologic_Disorder
7,40174574,40900366,SUGCT,+,Hematologic_Disorder
7,50344377,50472798,IKZF1,+,Hematologic_Disorder
7,66452689,66460588,SBDS,-,Hematologic_Disorder
7,73183326,73184600,CLDN3,-,Hematologic_Disorder
7,73442426,73484236,ELN,+,Hematologic_Disorder
7,77646373,79082890,MAGI2,-,Hematologic_Disorder
7,80275644,80303734,CD36,+,Hematologic_Disorder
7,92234234,92465941,CDK6,-,Hematologic_Disorder
7,92728825,92747336,SAMD9,-,Hematologic_Disorder
7,92759367,92777680,SAMD9L,-,Hematologic_Disorder
7,94023872,94060544,COL1A2,+,Hematologic_Disorder
7,100218038,100239201,TFR2,-,Hematologic_Disorder
7,100318422,100321323,EPO,+,Hematologic_Disorder
7,100400186,100425143,EPHB4,-,Hematologic_Disorder
7,100770369,100782547,SERPINE1,+,Hematologic_Disorder
7,117120016,117308718,CFTR,+,Hematologic_Disorder
7,121713597,121784344,AASS,-,Hematologic_Disorder
7,134331530,134364567,BPGM,+,Hematologic_Disorder
7,139528951,139720125,TBXAS1,+,Hematologic_Disorder
7,142638200,142659503,KEL,-,Hematologic_Disorder
7,144149033,144533146,TPK1,-,Hematologic_Disorder
7,148504463,148581441,EZH2,-,Hematologic_Disorder
7,152343586,152373250,XRCC2,-,Hematologic_Disorder
8,6264112,6501140,MCPH1,+,Hematologic_Disorder
8,17913924,17942507,ASAH1,-,Hematologic_Disorder
8,19796581,19824770,LPL,+,Hematologic_Disorder
8,22019183,22021991,SFTPC,+,Hematologic_Disorder
8,27348518,27402439,EPHX2,+,Hematologic_Disorder
8,37620100,37637286,PLPBP,+,Hematologic_Disorder
8,38132560,38239790,NSD3,-,Hematologic_Disorder
8,41510743,41754280,ANK1,-,Hematologic_Disorder
8,48872762,48890719,MCM4,+,Hematologic_Disorder
8,49830238,49833999,SNAI2,-,Hematologic_Disorder
8,53535017,53627026,RB1CC1,-,Hematologic_Disorder
8,66933790,67012755,DNAJC5B,+,Hematologic_Disorder
8,86376130,86393721,CA2,+,Hematologic_Disorder
8,90945563,90996899,NBN,-,Hematologic_Disorder
8,94767071,94830347,TMEM67,+,Hematologic_Disorder
8,99956630,99964326,OSR2,+,Hematologic_Disorder
8,119935795,119964383,TNFRSF11B,-,Hematologic_Disorder
8,125551342,125562227,NDUFB9,+,Hematologic_Disorder
8,144989320,145025044,PLEC,-,Hematologic_Disorder
8,145736666,145743210,RECQL4,-,Hematologic_Disorder
9,214864,465259,DOCK8,+,Hematologic_Disorder
9,4985244,5128183,JAK2,+,Hematologic_Disorder
9,27284653,27297137,EQTN,-,Hematologic_Disorder
9,34646585,34650595,GALT,+,Hematologic_Disorder
9,35073834,35080013,FANCG,-,Hematologic_Disorder
9,36214438,36277053,GNE,-,Hematologic_Disorder
9,71627448,71629039,PRKACG,-,Hematologic_Disorder
9,77337410,77502263,TRPM6,-,Hematologic_Disorder
9,79792360,80032399,VPS13A,+,Hematologic_Disorder
9,88879462,88897490,ISCA1,-,Hematologic_Disorder
9,94484877,94712444,ROR2,-,Hematologic_Disorder
9,94972489,95056038,IARS,-,Hematologic_Disorder
9,97365420,97401923,FBP1,-,Hematologic_Disorder
9,97861335,98079991,FANCC,-,Hematologic_Disorder
9,98205263,98270831,PTCH1,-,Hematologic_Disorder
9,98637899,98731122,ERCC6L2,+,Hematologic_Disorder
9,100437190,100459691,XPA,-,Hematologic_Disorder
9,102861501,103063426,INVS,+,Hematologic_Disorder
9,107543283,107690527,ABCA1,-,Hematologic_Disorder
9,116148591,116163618,ALAD,-,Hematologic_Disorder
9,123151146,123342448,CDK5RAP2,-,Hematologic_Disorder
9,123714613,123812554,C5,-,Hematologic_Disorder
9,130577290,130617052,ENG,-,Hematologic_Disorder
9,130628758,130640022,AK1,-,Hematologic_Disorder
9,131314836,131395944,SPTAN1,+,Hematologic_Disorder
9,134000980,134109091,NUP214,+,Hematologic_Disorder
9,135853893,135867084,GFI1B,+,Hematologic_Disorder
9,136130562,136150630,ABO,-,Hematologic_Disorder
9,136287119,136324508,ADAMTS13,+,Hematologic_Disorder
9,139388895,139440238,NOTCH1,-,Hematologic_Disorder
1,948846,949919,ISG15,+,Immune_Dysregulation
1,1146705,1149548,TNFRSF4,-,Immune_Dysregulation
1,1716724,1822526,GNB1,-,Immune_Dysregulation
1,9711789,9789172,PIK3CD,+,Immune_Dysregulation
1,11072678,11085549,TARDBP,+,Immune_Dysregulation
1,11086579,11107296,MASP2,-,Immune_Dysregulation
1,11166587,11322608,MTOR,-,Immune_Dysregulation
1,21835857,21904905,ALPL,+,Immune_Dysregulation
1,22963117,22966175,C1QA,+,Immune_Dysregulation
1,22970117,22974603,C1QC,+,Immune_Dysregulation
1,22979681,22988029,C1QB,+,Immune_Dysregulation
1,26364513,26372604,SLC30A2,-,Immune_Dysregulation
1,27695600,27701315,FCN3,-,Immune_Dysregulation
1,32739711,32751766,LCK,+,Immune_Dysregulation
1,33476825,33502512,AK2,-,Immune_Dysregulation
1,36931643,36948915,CSF3R,-,Immune_Dysregulation
1,40723721,40759856,ZMPSTE24,+,Immune_Dysregulation
1,41445006,41478235,CTPS1,+,Immune_Dysregulation
1,45805341,45809650,TOE1,+,Immune_Dysregulation
1,47681962,47695443,TAL1,-,Immune_Dysregulation
1,47881743,47883724,FOXE3,+,Immune_Dysregulation
1,67632168,67725650,IL23R,+,Immune_Dysregulation
1,85731459,85742587,BCL10,-,Immune_Dysregulation
1,92940317,92951628,GFI1,-,Immune_Dysregulation
1,95448278,95538507,ALG14,-,Immune_Dysregulation
1,115247084,115259515,NRAS,-,Immune_Dysregulation
1,115572444,115576930,TSHB,+,Immune_Dysregulation
1,115828536,115880857,NGF,-,Immune_Dysregulation
1,150039341,150117505,VPS45,+,Immune_Dysregulation
1,150480486,150486265,ECM1,+,Immune_Dysregulation
1,151313115,151319769,RFX5,-,Immune_Dysregulation
1,151778546,151804348,RORC,-,Immune_Dysregulation
1,154245038,154248355,HAX1,+,Immune_Dysregulation
1,155204238,155214653,GBA,-,Immune_Dysregulation
1,155867598,155880706,RIT1,-,Immune_Dysregulation
1,156024516,156028605,LAMTOR2,+,Immune_Dysregulation
1,156084460,156109880,LMNA,+,Immune_Dysregulation
1,156123321,156147542,SEMA4A,+,Immune_Dysregulation
1,156830670,156851642,NTRK1,+,Immune_Dysregulation
1,159175048,159176290,ACKR1,+,Immune_Dysregulation
1,160258376,160313354,COPA,-,Immune_Dysregulation
1,161192082,161193418,APOA2,-,Immune_Dysregulation
1,161274524,161279762,MPZ,-,Immune_Dysregulation
1,161494035,161496687,HSPA6,+,Immune_Dysregulation
1,161511550,161519818,FCGR3A,-,Immune_Dysregulation
1,161592987,161601252,FCGR3B,-,Immune_Dysregulation
1,161632904,161648444,FCGR2B,+,Immune_Dysregulation
1,167399876,167487847,CD247,-,Immune_Dysregulation
1,169433148,169455208,SLC19A2,-,Immune_Dysregulation
1,169481191,169555769,F5,-,Immune_Dysregulation
1,172628184,172636012,FASLG,+,Immune_Dysregulation
1,182992594,183114727,LAMC1,+,Immune_Dysregulation
1,183155173,183214262,LAMC2,+,Immune_Dysregulation
1,183524696,183560056,NCF2,-,Immune_Dysregulation
1,193091087,193223942,CDC73,+,Immune_Dysregulation
1,196621007,196716634,CFH,+,Immune_Dysregulation
1,196743929,196763203,CFHR3,+,Immune_Dysregulation
1,198608097,198726605,PTPRC,+,Immune_Dysregulation
1,203830739,203840280,SNRPE,+,Immune_Dysregulation
1,204372491,204380944,PPP1R15B,-,Immune_Dysregulation
1,205012339,205047171,CNTN2,+,Immune_Dysregulation
1,206940947,206945839,IL10,-,Immune_Dysregulation
1,207494816,207534311,CD55,+,Immune_Dysregulation
1,207627644,207663240,CR2,+,Immune_Dysregulation
1,207669472,207815110,CR1,+,Immune_Dysregulation
1,209788217,209825820,LAMB3,-,Immune_Dysregulation
1,218518675,218617961,TGFB2,+,Immune_Dysregulation
1,223282747,223316624,TLR5,-,Immune_Dysregulation
1,225589203,225615815,LBR,-,Immune_Dysregulation
1,227058272,227083804,PSEN2,+,Immune_Dysregulation
1,235824330,236030227,LYST,-,Immune_Dysregulation
10,3818187,3827473,KLF6,-,Immune_Dysregulation
10,6052656,6104333,IL2RA,-,Immune_Dysregulation
10,8096666,8117164,GATA3,+,Immune_Dysregulation
10,14948870,14996094,DCLRE1C,-,Immune_Dysregulation
10,16865964,17171816,CUBN,-,Immune_Dysregulation
10,18429605,18830688,CACNB2,+,Immune_Dysregulation
10,21823573,22032559,MLLT10,+,Immune_Dysregulation
10,27293044,27389427,ANKRD26,-,Immune_Dysregulation
10,44872509,44880545,CXCL12,-,Immune_Dysregulation
10,50822082,50873150,CHAT,+,Immune_Dysregulation
10,54525139,54531460,MBL2,-,Immune_Dysregulation
10,64571755,64576126,EGR2,-,Immune_Dysregulation
10,72357103,72362531,PRF1,-,Immune_Dysregulation
10,72575703,72640932,SGPL1,+,Immune_Dysregulation
10,73079009,73123147,SLC29A3,+,Immune_Dysregulation
10,75183336,75193319,MSS51,-,Immune_Dysregulation
10,79734906,79789298,POLR3A,-,Immune_Dysregulation
10,89623194,89728532,PTEN,+,Immune_Dysregulation
10,90750287,90775542,FAS,+,Immune_Dysregulation
10,94352824,94415152,KIF11,+,Immune_Dysregulation
10,96305573,96361856,HELLS,+,Immune_Dysregulation
10,96522462,96612671,CYP2C19,+,Immune_Dysregulation
10,97951454,98031333,BLNK,-,Immune_Dysregulation
10,101948123,101989344,CHUK,-,Immune_Dysregulation
10,104154336,104162286,NFKB2,+,Immune_Dysregulation
10,104590287,104597290,CYP17A1,-,Immune_Dysregulation
10,105791045,105845638,COL17A1,-,Immune_Dysregulation
